"","Plot_ID","Year","Block_Num","Treatment","Interspace_Num","Transect_Num","Bare_Cover_Pct","Gravel_Cover_Pct","Litter_Cover_Pct","Annual_Grass_Cover_Pct","Perennial_Grass_Cover_Pct","Annual_Forb_Cover_Pct","Perennial_Forb_Cover_Pct","Shrub_Cover_Pct","Subshrub_Cover_Pct","Total_Plant_Cover_Pct"
"280","17C_I4","2020","17","Control","4","2",97.5,0,0.5,0,0.5,0,2.5,0,0,3
"281","17C_I4","2021","17","Control","4","2",62.5,0,2.5,15,2.5,2.5,15,0.5,0,35.5
"282","17C_I4","2022","17","Control","4","2",85,0,2.5,0,0,0.5,15,2.5,0,18
"283","17C_I5","2020","17","Control","5","3",62.5,0,15,0,0,0,2.5,15,0,17.5
"284","17C_I5","2021","17","Control","5","3",62.5,0,2.5,15,2.5,15,2.5,15,0,50
"285","17C_I5","2022","17","Control","5","3",62.5,0,15,2.5,15,0.5,2.5,15,0,35.5
"286","17C_I6","2020","17","Control","6","3",85,0,2.5,0,2.5,0,2.5,0,15,20
"287","17C_I6","2021","17","Control","6","3",85,0,2.5,2.5,2.5,15,2.5,0,15,37.5
"288","17C_I6","2022","17","Control","6","3",85,0,2.5,0,0,0,15,2.5,0,17.5
"289","18C_I1","2020","18","Control","1","1",97.5,0,2.5,0,0,0,0,0,0,0
"290","18C_I1","2021","18","Control","1","1",85,0,2.5,2.5,2.5,2.5,2.5,0,0,10
"291","18C_I1","2022","18","Control","1","1",85,2.5,2.5,2.5,15,2.5,2.5,0,0,22.5
"292","18C_I2","2020","18","Control","2","1",85,37.5,2.5,0,0,0,15,0,0,15
"293","18C_I2","2021","18","Control","2","1",37.5,15,2.5,15,2.5,37.5,2.5,0,0,57.5
"294","18C_I2","2022","18","Control","2","1",62.5,15,15,2.5,2.5,15,37.5,0,0,57.5
"295","18C_I3","2020","18","Control","3","2",85,0,2.5,0,2.5,0,15,0,0,17.5
"296","18C_I3","2021","18","Control","3","2",62.5,0,15,15,15,37.5,15,0,0,82.5
"297","18C_I3","2022","18","Control","3","2",62.5,0,15,2.5,15,2.5,15,0,0,35
"298","18C_I4","2020","18","Control","4","2",85,0,2.5,0,0,2.5,15,0,0,17.5
"299","18C_I4","2021","18","Control","4","2",37.5,0,2.5,2.5,2.5,37.5,15,0.5,0,58
"300","18C_I4","2022","18","Control","4","2",85,0,2.5,2.5,15,15,15,2.5,0,50
"301","18C_I5","2020","18","Control","5","3",85,0,2.5,0,2.5,0.5,2.5,0,0,5.5
"302","18C_I5","2021","18","Control","5","3",37.5,0,2.5,2.5,2.5,15,37.5,0,0,57.5
"303","18C_I5","2022","18","Control","5","3",62.5,0,2.5,0,2.5,2.5,37.5,0,0,42.5
"304","18C_I6","2020","18","Control","6","3",85,0,2.5,0,0,0.5,2.5,0,0,3
"305","18C_I6","2021","18","Control","6","3",85,0,2.5,2.5,2.5,15,15,0,0,35
"306","18C_I6","2022","18","Control","6","3",85,2.5,2.5,0.5,0.5,0.5,15,0,0,16.5
"307","19C_I1","2020","19","Control","1","1",85,0,2.5,0,2.5,0,2.5,0,0,5
"308","19C_I1","2021","19","Control","1","1",85,0,2.5,2.5,2.5,2.5,15,0,0,22.5
"309","19C_I1","2022","19","Control","1","1",85,0,2.5,2.5,2.5,2.5,15,0,0,22.5
"310","19C_I2","2020","19","Control","2","1",97.5,0,2.5,0,0,0,2.5,0,0,2.5
"311","19C_I2","2021","19","Control","2","1",85,0,2.5,2.5,2.5,2.5,2.5,0,0,10
"312","19C_I2","2022","19","Control","2","1",85,2.5,0.5,2.5,0,0,15,0,0,17.5
"313","19C_I3","2020","19","Control","3","2",85,0,0.5,0,0.5,0.5,2.5,0,2.5,6
"314","19C_I3","2021","19","Control","3","2",62.5,0,2.5,2.5,2.5,37.5,2.5,0,0,45
"315","19C_I3","2022","19","Control","3","2",85,0,2.5,0,2.5,2.5,15,0,0,20
"316","19C_I4","2020","19","Control","4","2",15,0,15,0,2.5,0,37.5,15,0,55
"317","19C_I4","2021","19","Control","4","2",15,0,2.5,15,0.5,62.5,2.5,15,0,95.5
"318","19C_I4","2022","19","Control","4","2",62.5,0,15,15,0.5,15,2.5,15,0,48
"319","19C_I5","2020","19","Control","5","3",62.5,0,2.5,0,0,0,15,0,15,30
"320","19C_I5","2021","19","Control","5","3",37.5,0,2.5,15,0.5,37.5,37.5,0,15,105.5
"321","19C_I5","2022","19","Control","5","3",62.5,0,2.5,0.5,2.5,2.5,37.5,0,15,58
"322","19C_I6","2020","19","Control","6","3",62.5,0,15,0,2.5,0,15,15,0,32.5
"323","19C_I6","2021","19","Control","6","3",37.5,0,2.5,15,0,15,37.5,15,0,82.5
"324","19C_I6","2022","19","Control","6","3",62.5,0,15,2.5,0.5,2.5,37.5,15,0,58
"325","20C_I1","2020","20","Control","1","1",85,0,2.5,0,0.5,0,2.5,0,0,3
"326","20C_I1","2021","20","Control","1","1",62.5,0,2.5,2.5,0.5,15,15,2.5,0,35.5
"327","20C_I1","2022","20","Control","1","1",62.5,0,2.5,2.5,2.5,15,15,2.5,0,37.5
"328","20C_I2","2020","20","Control","2","1",97.5,0,0.5,0,0.5,0,0,0,0,0.5
"329","20C_I2","2021","20","Control","2","1",62.5,0,2.5,15,0.5,15,2.5,0,0,33
"330","20C_I2","2022","20","Control","2","1",85,0,2.5,2.5,2.5,15,2.5,0,0,22.5
"331","20C_I3","2020","20","Control","3","2",85,0,0.5,0,0.5,0,2.5,0,0,3
"332","20C_I3","2021","20","Control","3","2",62.5,0,2.5,15,0.5,37.5,2.5,0,0,55.5
"333","20C_I3","2022","20","Control","3","2",62.5,0,15,2.5,15,15,2.5,0,0,35
"334","20C_I4","2020","20","Control","4","2",85,0,0.5,0,0,0,2.5,0,0,2.5
"335","20C_I4","2021","20","Control","4","2",85,0,2.5,2.5,0.5,2.5,15,0,0,20.5
"336","20C_I4","2022","20","Control","4","2",85,0,2.5,0.5,2.5,0.5,15,0,0,18.5
"337","20C_I5","2020","20","Control","5","3",85,0,2.5,0,2.5,0,0,2.5,0,5
"338","20C_I5","2021","20","Control","5","3",62.5,0,2.5,15,2.5,37.5,2.5,2.5,0,60
"339","20C_I5","2022","20","Control","5","3",62.5,0,2.5,15,15,37.5,0,2.5,0,70
"340","20C_I6","2020","20","Control","6","3",85,0,2.5,0,2.5,0,2.5,2.5,0,7.5
"341","20C_I6","2021","20","Control","6","3",62.5,0,0.5,2.5,2.5,37.5,15,2.5,0,60
"342","20C_I6","2022","20","Control","6","3",62.5,0,2.5,2.5,37.5,2.5,2.5,2.5,0,47.5
