Plot_ID,Block_Num,Treatment,Interspace_Num,Transect_Num,Year,Date,Initials_1,Initials_2,Azimuth,Bare_Class,Litter_Class,An_Grass_Class,Per_Grass_Class,An_Forb_Class,Per_Forb_Class,Shrub_Class,Subshrub_Class,Random_1,Random_2,Random_3,Random_4,Notes,Gravel_Class,An_Forb_Seedling_count,Grazed_Ungrazed
6C_I1,6,Control,1,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6C_I1,6,Control,1,1,2021,9/14/2021,MR,N/A,169,5,1,2,T,2,1,0,0,5,6,7,11,,0,N/A,N/A
6C_I1,6,Control,1,1,2022,9/23/2022,RS,N/A,N/A,5,1,0,0,1,2,0,0,1,2,8,10,,0,N/A,Ungrazed
6C_I2,6,Control,2,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6C_I2,6,Control,2,1,2021,9/14/2021,MR,N/A,47,5,1,T,1,0,1,1,0,2,3,9,12,,0,N/A,N/A
6C_I2,6,Control,2,1,2022,9/23/2022,RS,N/A,N/A,6,1,0,0,0,0,1,0,3,9,15,16,,1,N/A,Ungrazed
6C_I3,6,Control,3,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6C_I3,6,Control,3,2,2021,9/14/2021,RS,N/A,300,5,1,1,T,1,2,1,0,2,3,5,9,Used nearest interspace,0,N/A,N/A
6C_I3,6,Control,3,2,2022,9/23/2022,RS,N/A,N/A,5,1,0,0,0,2,1,0,3,7,10,16,,0,N/A,Ungrazed
6C_I4,6,Control,4,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6C_I4,6,Control,4,2,2021,9/14/2021,RS,N/A,270,5,T,0,T,1,1,1,0,4,13,14,16,Used nearest interspace,0,N/A,N/A
6C_I4,6,Control,4,2,2022,9/23/2022,RS,N/A,N/A,6,1,0,0,0,1,1,0,3,4,9,13,,0,N/A,Ungrazed
6C_I5,6,Control,5,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6C_I5,6,Control,5,3,2021,9/11/2021,MR,DB,199,5,1,1,1,2,2,0,0,3,4,10,14,,0,N/A,N/A
6C_I5,6,Control,5,3,2022,9/23/2022,RS,N/A,N/A,5,1,1,1,1,2,0,0,3,14,15,16,,1,N/A,Ungrazed
6C_I6,6,Control,6,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6C_I6,6,Control,6,3,2021,9/11/2021,MR,N/A,77,5,1,1,1,1,2,0,0,5,8,11,12,,0,N/A,N/A
6C_I6,6,Control,6,3,2022,9/23/2022,RS,N/A,N/A,5,1,1,0,1,1,T,0,8,12,13,14,,0,N/A,Ungrazed
6H_I1,6,Herbicide,1,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6H_I1,6,Herbicide,1,1,2021,9/14/2021,RS,N/A,213,4,1,1,1,1,2,0,0,1,4,5,10,,0,N/A,N/A
6H_I1,6,Herbicide,1,1,2022,9/24/2022,RS,N/A,N/A,5,1,1,1,1,1,0,0,1,5,7,11,,0,N/A,Ungrazed
6H_I2,6,Herbicide,2,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6H_I2,6,Herbicide,2,1,2021,9/14/2021,RS,N/A,349,3,2,1,1,1,3,0,0,4,6,11,15,,0,N/A,N/A
6H_I2,6,Herbicide,2,1,2022,9/24/2022,RS,N/A,N/A,5,2,1,T,1,1,0,0,4,5,6,14,,0,N/A,Ungrazed
6H_I3,6,Herbicide,3,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6H_I3,6,Herbicide,3,2,2021,9/15/2021,MM,N/A,292,5,1,2,T,1,2,0,0,1,7,9,16,,1,N/A,N/A
6H_I3,6,Herbicide,3,2,2022,9/24/2022,RS,N/A,N/A,5,1,1,0,2,0,0,0,2,5,15,16,,1,N/A,Ungrazed
6H_I4,6,Herbicide,4,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6H_I4,6,Herbicide,4,2,2021,9/15/2021,MM,N/A,270,4,1,1,1,2,2,0,0,2,3,4,15,Used nearest interspace,2,N/A,N/A
6H_I4,6,Herbicide,4,2,2022,9/24/2022,RS,N/A,N/A,5,1,1,1,1,0,0,0,2,5,6,9,,2,N/A,Ungrazed
6H_I5,6,Herbicide,5,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6H_I5,6,Herbicide,5,3,2021,9/15/2021,MR,N/A,17,5,1,1,1,2,2,0,0,1,4,6,15,,0,N/A,N/A
6H_I5,6,Herbicide,5,3,2022,9/24/2022,RS,N/A,N/A,5,1,1,1,2,1,0,0,2,3,9,10,,1,N/A,Ungrazed
6H_I6,6,Herbicide,6,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6H_I6,6,Herbicide,6,3,2021,9/15/2021,DH,N/A,346,5,1,T,T,1,1,T,0,4,10,14,16,,0,N/A,N/A
6H_I6,6,Herbicide,6,3,2022,9/24/2022,RS,N/A,N/A,6,1,1,T,1,T,0,0,3,7,8,15,,1,N/A,Ungrazed
7C_I1,7,Control,1,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7C_I1,7,Control,1,1,2021,9/10/2021,MR,N/A,292,5,1,2,T,2,1,0,0,2,6,7,14,,0,N/A,N/A
7C_I1,7,Control,1,1,2022,9/24/2022,RS,N/A,N/A,5,2,1,T,1,2,0,0,2,9,12,15,,2,N/A,Ungrazed
7C_I2,7,Control,2,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7C_I2,7,Control,2,1,2021,9/10/2021,MR,SL,119,5,1,T,T,1,2,0,0,1,4,11,12,,0,N/A,N/A
7C_I2,7,Control,2,1,2022,9/24/2022,RS,N/A,N/A,5,1,1,0,1,2,T,0,1,2,7,11,,1,N/A,Ungrazed
7C_I3,7,Control,3,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7C_I3,7,Control,3,2,2021,9/9/2021,MR,N/A,221,5,1,T,0,T,1,2,0,1,8,12,16,,0,N/A,N/A
7C_I3,7,Control,3,2,2022,9/26/2022,RS,N/A,N/A,6,1,0,0,0,1,1,0,2,7,11,15,,0,N/A,Ungrazed
7C_I4,7,Control,4,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7C_I4,7,Control,4,2,2021,9/9/2021,MR,SL,341,5,1,1,T,1,1,0,0,6,8,9,12,,0,N/A,N/A
7C_I4,7,Control,4,2,2022,9/26/2022,RS,N/A,N/A,6,1,T,0,T,1,0,0,4,6,7,16,,1,N/A,Ungrazed
7C_I5,7,Control,5,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7C_I5,7,Control,5,3,2021,9/9/2021,DB,N/A,64,5,1,0,T,1,1,0,0,8,9,12,14,,0,N/A,N/A
7C_I5,7,Control,5,3,2022,9/26/2022,ELM,N/A,N/A,6,1,T,0,T,T,0,0,3,4,6,11,,T,N/A,Ungrazed
7C_I6,7,Control,6,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7C_I6,7,Control,6,3,2021,9/9/2021,DB,N/A,279,5,1,0,1,1,2,0,0,1,7,9,10,,0,N/A,N/A
7C_I6,7,Control,6,3,2022,9/26/2022,ELM,N/A,N/A,5,1,0,0,0,2,0,0,3,7,15,16,,2,N/A,Ungrazed
7H_I1,7,Herbicide,1,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7H_I1,7,Herbicide,1,1,2021,9/10/2021,RS,N/A,137,5,2,2,T,1,1,0,0,2,5,8,14,,0,N/A,N/A
7H_I1,7,Herbicide,1,1,2022,9/26/2022,ELM,N/A,N/A,4,2,2,T,2,1,0,0,9,10,11,13,,0,N/A,Ungrazed
7H_I2,7,Herbicide,2,1,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7H_I2,7,Herbicide,2,1,2021,9/10/2021,SL,N/A,228,5,1,1,T,1,1,0,0,2,9,12,13,,2,N/A,N/A
7H_I2,7,Herbicide,2,1,2022,9/26/2022,ELM,N/A,N/A,5,1,1,1,2,1,0,0,4,5,9,11,,2,N/A,Ungrazed
7H_I3,7,Herbicide,3,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7H_I3,7,Herbicide,3,2,2021,9/10/2021,MR,N/A,322,5,1,1,0,T,2,0,0,1,8,11,15,,0,N/A,N/A
7H_I3,7,Herbicide,3,2,2022,9/26/2022,RS,N/A,N/A,5,1,1,1,2,T,0,0,3,4,12,14,,1,N/A,Ungrazed
7H_I4,7,Herbicide,4,2,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7H_I4,7,Herbicide,4,2,2021,9/10/2021,MR,SL,166,5,1,2,1,2,2,0,1,6,9,13,14,,0,N/A,N/A
7H_I4,7,Herbicide,4,2,2022,9/26/2022,RS,N/A,N/A,4,1,1,1,3,0,0,0,13,14,15,16,,0,N/A,Ungrazed
7H_I5,7,Herbicide,5,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7H_I5,7,Herbicide,5,3,2021,9/11/2021,MR,N/A,82,5,1,0,T,0,1,0,0,1,3,9,10,,0,N/A,N/A
7H_I5,7,Herbicide,5,3,2022,9/26/2022,ELM,N/A,N/A,5,0,0,0,1,0,0,0,2,3,6,13,,1,N/A,Ungrazed
7H_I6,7,Herbicide,6,3,2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7H_I6,7,Herbicide,6,3,2021,9/11/2021,MR,DB,149,5,1,1,1,2,1,0,0,1,6,11,13,,0,N/A,N/A
7H_I6,7,Herbicide,6,3,2022,9/26/2022,ELM,N/A,N/A,5,2,T,1,1,T,0,0,2,6,7,10,,0,N/A,Ungrazed
8C_I1,8,Control,1,1,2020,10/24/2020,MMR,N/A,204,4,2,0,3,1,T,0,0,1,3,10,13,,0,N/A,N/A
8C_I1,8,Control,1,1,2021,10/8/2021,MR,ELM,N/A,3,2,2,2,2,1,0,0,1,7,13,14,,0,N/A,N/A
8C_I1,8,Control,1,1,2022,10/7/2022,ELM,N/A,N/A,5,2,1,2,1,0,0,0,2,5,12,13,,0,N/A,Grazed
8C_I2,8,Control,2,1,2020,10/24/2020,DB,MMR,61,3,2,0,3,1,1,0,1,1,8,11,13,,0,N/A,N/A
8C_I2,8,Control,2,1,2021,10/8/2021,MR,ELM,N/A,3,2,1,2,2,2,0,1,2,3,9,10,,0,N/A,N/A
8C_I2,8,Control,2,1,2022,10/7/2022,ELM,N/A,N/A,5,2,0,1,1,1,0,1,1,8,10,11,,0,N/A,Grazed
8C_I3,8,Control,3,2,2020,10/24/2020,DB,N/A,330,4,2,0,2,1,1,0,0,8,9,12,14,Nearest avalbile interspace selected ,0,N/A,N/A
8C_I3,8,Control,3,2,2021,10/8/2021,MR,ELM,N/A,4,1,2,2,1,0,0,0,2,7,14,15,,0,N/A,N/A
8C_I3,8,Control,3,2,2022,10/7/2022,RS,N/A,N/A,5,2,T,2,T,0,0,0,3,6,15,16,,0,N/A,Grazed
8C_I4,8,Control,4,2,2020,10/24/2020,WB,N/A,19,5,1,0,1,T,0,0,0,2,5,14,15,,0,N/A,N/A
8C_I4,8,Control,4,2,2021,10/8/2021,MR,ELM,N/A,5,1,2,2,1,1,0,0,2,8,9,15,,0,N/A,N/A
8C_I4,8,Control,4,2,2022,10/7/2022,RS,N/A,N/A,5,1,T,1,0,T,0,0,3,5,7,9,,0,N/A,Grazed
8C_I5,8,Control,5,3,2020,10/24/2020,WB,N/A,33,5,2,0,2,1,1,0,0,2,3,11,14,,0,N/A,N/A
8C_I5,8,Control,5,3,2021,10/7/2021,MR,AI,N/A,4,1,2,1,2,T,0,0,6,10,13,16,,0,N/A,N/A
8C_I5,8,Control,5,3,2022,10/7/2022,ELM,N/A,N/A,5,2,2,1,1,0,0,0,5,12,14,16,,0,N/A,Grazed
8C_I6,8,Control,6,3,2020,10/24/2020,RS,N/A,100,3,2,0,3,2,1,0,0,1,4,8,10,Nearest avalbile interspace selected ,0,N/A,N/A
8C_I6,8,Control,6,3,2021,10/7/2021,MR,AI,N/A,4,1,2,3,1,2,0,0,3,7,12,14,,0,N/A,N/A
8C_I6,8,Control,6,3,2022,10/7/2022,ELM,N/A,N/A,4,2,0,2,1,1,0,0,10,11,13,14,,0,N/A,Grazed
8H_I1,8,Herbicide,1,1,2020,10/26/2020,AI,RS,159,2,2,0,4,2,1,0,0,5,6,11,16,,0,N/A,N/A
8H_I1,8,Herbicide,1,1,2021,10/6/2021,MR,ELM,N/A,3,2,1,3,2,0,0,0,1,4,15,16,,0,N/A,N/A
8H_I1,8,Herbicide,1,1,2022,10/7/2022,RS,N/A,N/A,3,2,1,3,1,0,0,0,3,10,13,15,,0,N/A,Grazed
8H_I2,8,Herbicide,2,1,2020,10/26/2020,AI,RS,241,2,2,0,3,2,0,0,0,1,3,13,14,,0,N/A,N/A
8H_I2,8,Herbicide,2,1,2021,10/6/2021,MR,ELM,N/A,3,2,2,3,2,0,0,0,8,11,13,14,,0,N/A,N/A
8H_I2,8,Herbicide,2,1,2022,10/7/2022,RS,N/A,N/A,3,2,1,3,2,0,0,0,3,10,13,15,,0,N/A,Grazed
8H_I3,8,Herbicide,3,2,2020,10/26/2020,MMR,EM,109,4,2,0,2,1,0,0,0,2,4,6,13,,0,N/A,N/A
8H_I3,8,Herbicide,3,2,2021,10/7/2021,MR,DB,N/A,4,2,0,2,0,0,0,0,2,8,13,14,,0,N/A,N/A
8H_I3,8,Herbicide,3,2,2022,10/7/2022,ELM,N/A,N/A,4,2,0,2,2,0,0,0,6,9,12,16,,0,N/A,Grazed
8H_I4,8,Herbicide,4,2,2020,10/26/2020,MME,EM,329,4,2,0,2,1,0,0,0,4,10,14,16,,0,N/A,N/A
8H_I4,8,Herbicide,4,2,2021,10/7/2021,MR,AI,N/A,4,1,1,2,2,T,0,0,7,8,11,15,,0,N/A,N/A
8H_I4,8,Herbicide,4,2,2022,10/7/2022,ELM,N/A,N/A,4,2,1,2,2,1,0,0,1,4,8,12,,0,N/A,Grazed
8H_I5,8,Herbicide,5,3,2020,10/26/2020,AI,N/A,132,3,2,0,4,2,1,0,0,1,4,6,15,,0,N/A,N/A
8H_I5,8,Herbicide,5,3,2021,10/7/2021,MR,N/A,N/A,4,2,1,3,1,0,0,0,1,4,11,12,,0,N/A,N/A
8H_I5,8,Herbicide,5,3,2022,10/5/2022,RS,N/A,N/A,3,2,1,3,1,0,0,0,8,10,13,15,,0,N/A,Grazed
8H_I6,8,Herbicide,6,3,2020,10/26/2020,AI,N/A,170,2,2,0,4,2,0,0,0,1,5,7,16,,0,N/A,N/A
8H_I6,8,Herbicide,6,3,2021,10/7/2021,MR,AI,N/A,3,2,1,3,2,0,0,0,6,7,13,15,,0,N/A,N/A
8H_I6,8,Herbicide,6,3,2022,10/5/2022,RS,N/A,N/A,3,3,2,2,1,0,0,0,3,6,9,10,,0,N/A,Grazed
9C_I1,9,Control,1,1,2020,11/2/2020,AI,MMR,17,5,2,0,2,1,1,0,0,2,3,13,16,,0,N/A,N/A
9C_I1,9,Control,1,1,2021,10/13/2021,MR,ELM,N/A,5,1,1,2,1,1,0,0,1,2,7,12,,0,N/A,N/A
9C_I1,9,Control,1,1,2022,10/8/2022,RS,N/A,N/A,4,2,0,1,0,2,0,0,4,6,9,10,,0,N/A,Grazed
9C_I2,9,Control,2,1,2020,11/2/2020,EM,MMR,338,5,1,0,2,T,T,0,1,1,4,9,10,,0,N/A,N/A
9C_I2,9,Control,2,1,2021,10/13/2021,MR,MM,N/A,5,1,1,1,T,1,0,0,3,5,6,7,,0,N/A,N/A
9C_I2,9,Control,2,1,2022,10/8/2022,RS,N/A,N/A,5,2,0,1,0,1,0,0,1,9,10,16,,0,N/A,Grazed
9C_I3,9,Control,3,2,2020,11/2/2020,MMR,EM,290,5,1,0,0,1,1,0,0,2,4,6,16,,0,N/A,N/A
9C_I3,9,Control,3,2,2021,10/13/2021,MR,ELM,N/A,5,1,1,1,1,1,0,0,1,2,10,14,,0,N/A,N/A
9C_I3,9,Control,3,2,2022,10/8/2022,RS,N/A,N/A,5,1,0,1,0,2,0,0,2,4,8,11,,0,N/A,Grazed
9C_I4,9,Control,4,2,2020,11/2/2020,MMR,AI,80,5,2,0,0,T,1,0,0,3,4,5,15,,0,N/A,N/A
9C_I4,9,Control,4,2,2021,10/13/2021,MR,ELM,N/A,4,1,3,0,2,2,0,0,2,4,7,16,,0,N/A,N/A
9C_I4,9,Control,4,2,2022,10/8/2022,RS,N/A,N/A,4,2,1,0,2,2,0,0,4,9,11,14,,0,N/A,Grazed
9C_I5,9,Control,5,3,2020,10/31/2020,RS,N/A,192,5,2,0,2,1,1,0,1,3,6,10,11,,0,N/A,N/A
9C_I5,9,Control,5,3,2021,10/14/2021,MR,AI,N/A,5,1,2,0,2,2,0,0,6,11,13,15,,0,N/A,N/A
9C_I5,9,Control,5,3,2022,10/7/2022,RS,N/A,N/A,4,2,0,1,0,2,0,0,10,12,15,16,,0,N/A,Grazed
9C_I6,9,Control,6,3,2020,10/31/2020,RS,N/A,247,4,2,0,2,1,1,0,0,2,3,5,12,,0,N/A,N/A
9C_I6,9,Control,6,3,2021,10/14/2021,MR,DB,N/A,4,1,2,2,2,2,0,0,2,10,15,16,,0,N/A,N/A
9C_I6,9,Control,6,3,2022,10/7/2022,RS,N/A,N/A,4,2,T,1,1,2,0,0,1,2,11,16,,0,N/A,Grazed
9H_I1,9,Herbicide,1,1,2020,10/31/2020,DB,N/A,5,4,2,0,2,1,1,0,3,4,5,6,13,,0,N/A,N/A
9H_I1,9,Herbicide,1,1,2021,10/13/2021,MR,ELM,N/A,4,2,2,2,1,T,0,2,3,8,13,15,,0,N/A,N/A
9H_I1,9,Herbicide,1,1,2022,10/8/2022,RS,N/A,N/A,4,2,2,2,2,0,0,0,7,9,14,16,,0,N/A,Grazed
9H_I2,9,Herbicide,2,1,2020,10/31/2020,DB,N/A,205,5,1,0,2,0,T,0,0,1,2,3,5,,0,N/A,N/A
9H_I2,9,Herbicide,2,1,2021,10/13/2021,MR,MM,N/A,5,1,2,2,1,1,0,T,4,5,9,11,,0,N/A,N/A
9H_I2,9,Herbicide,2,1,2022,10/8/2022,RS,N/A,N/A,4,2,1,2,0,1,0,0,1,5,7,9,,0,N/A,Grazed
9H_I3,9,Herbicide,3,2,2020,10/31/2020,RS,N/A,45,4,3,0,1,1,1,0,1,6,7,10,14,,0,N/A,N/A
9H_I3,9,Herbicide,3,2,2021,10/9/2021,MR,DB,N/A,4,1,2,1,2,0,0,1,2,3,6,12,,0,N/A,N/A
9H_I3,9,Herbicide,3,2,2022,10/8/2022,RS,N/A,N/A,5,2,0,1,1,0,0,0,8,11,12,15,,0,N/A,Grazed
9H_I4,9,Herbicide,4,2,2020,10/31/2020,KR,N/A,127,4,2,0,2,1,1,0,1,4,14,15,16,,0,N/A,N/A
9H_I4,9,Herbicide,4,2,2021,10/9/2021,MR,BW,N/A,4,1,2,1,T,0,0,1,3,4,8,12,,0,N/A,N/A
9H_I4,9,Herbicide,4,2,2022,10/8/2022,RS,N/A,N/A,5,2,2,1,0,1,0,0,1,5,7,14,,0,N/A,Grazed
9H_I5,9,Herbicide,5,3,2020,10/31/2020,RS,N/A,282,6,1,0,0,0,0,1,0,3,6,8,10,,0,N/A,N/A
9H_I5,9,Herbicide,5,3,2021,10/8/2021,MR,SL,N/A,5,1,1,1,T,T,0,0,3,5,12,14,,0,N/A,N/A
9H_I5,9,Herbicide,5,3,2022,10/8/2022,RS,N/A,N/A,5,1,1,T,1,2,0,0,2,4,8,15,,0,N/A,Grazed
9H_I6,9,Herbicide,6,3,2020,10/31/2020,RS,N/A,327,5,2,0,0,1,1,0,0,4,5,9,12,,0,N/A,N/A
9H_I6,9,Herbicide,6,3,2021,10/8/2021,MR,SL,N/A,5,1,T,1,1,1,0,0,1,4,8,15,,0,N/A,N/A
9H_I6,9,Herbicide,6,3,2022,10/8/2022,RS,N/A,N/A,6,1,T,0,0,0,0,0,2,11,12,15,,0,N/A,Grazed
10C_I1,10,Control,1,1,2020,11/13/2020,JR,N/A,180,2,2,0,4,T,0,0,0,2,5,7,10,,0,N/A,N/A
10C_I1,10,Control,1,1,2021,10/28/2021,TT,N/A,N/A,2,2,0,4,T,1,0,1,1,8,12,16,,0,N/A,N/A
10C_I1,10,Control,1,1,2022,10/12/2022,RS,N/A,N/A,4,2,0,3,0,1,0,1,6,9,10,11,,0,N/A,Grazed
10C_I2,10,Control,2,1,2020,11/13/2020,JR,N/A,142,2,2,0,4,1,2,0,0,4,7,10,11,,0,N/A,N/A
10C_I2,10,Control,2,1,2021,10/28/2021,TT,N/A,N/A,2,2,2,3,2,1,0,0,2,5,6,14,,0,N/A,N/A
10C_I2,10,Control,2,1,2022,10/12/2022,RS,N/A,N/A,4,2,0,3,0,2,0,0,2,5,11,13,,0,N/A,Grazed
10C_I3,10,Control,3,2,2020,11/13/2020,JR,N/A,195,2,2,0,4,1,T,1,0,3,5,6,9,,0,N/A,N/A
10C_I3,10,Control,3,2,2021,10/28/2021,AI,MR,N/A,3,2,2,3,1,1,0,0,5,9,10,11,,0,N/A,N/A
10C_I3,10,Control,3,2,2022,10/12/2022,ELM,N/A,N/A,3,3,0,3,1,2,0,0,3,4,8,13,,0,N/A,Grazed
10C_I4,10,Control,4,2,2020,11/13/2020,JR,N/A,97,3,2,0,4,T,0,0,0,5,9,11,13,,0,N/A,N/A
10C_I4,10,Control,4,2,2021,10/28/2021,AI,MR,N/A,3,2,1,3,2,0,0,0,2,5,6,15,,0,N/A,N/A
10C_I4,10,Control,4,2,2022,10/12/2022,ELM,N/A,N/A,4,2,0,3,1,0,0,0,6,10,11,15,,0,N/A,Grazed
10C_I5,10,Control,5,3,2020,11/11/2020,AI,MMR,188,5,2,0,2,0,0,1,0,1,4,8,13,,0,N/A,N/A
10C_I5,10,Control,5,3,2021,10/28/2021,TT,N/A,N/A,4,2,1,2,2,0,0,0,3,6,10,13,,0,N/A,N/A
10C_I5,10,Control,5,3,2022,10/12/2022,RS,N/A,N/A,5,2,0,2,0,0,1,0,2,12,13,14,,0,N/A,Grazed
10C_I6,10,Control,6,3,2020,11/11/2020,AI,MMR,103,4,1,0,3,0,0,0,0,3,4,5,9,,0,N/A,N/A
10C_I6,10,Control,6,3,2021,10/28/2021,TT,N/A,N/A,4,1,0,3,1,0,0,0,3,6,7,10,,0,N/A,N/A
10C_I6,10,Control,6,3,2022,10/12/2022,RS,N/A,N/A,4,2,0,2,0,0,0,0,2,6,13,14,,0,N/A,Grazed
10H_I1,10,Herbicide,1,1,2020,11/13/2020,RS,N/A,147,4,2,0,3,1,0,0,0,2,6,11,13,,0,N/A,N/A
10H_I1,10,Herbicide,1,1,2021,10/27/2021,TT,N/A,N/A,4,1,0,3,1,T,0,0,2,8,9,16,,0,N/A,N/A
10H_I1,10,Herbicide,1,1,2022,10/12/2022,ELM,N/A,N/A,4,2,0,2,1,0,0,0,7,9,14,15,,0,N/A,Grazed
10H_I2,10,Herbicide,2,1,2020,11/13/2020,JR,N/A,298,5,1,0,0,0,0,0,2,6,7,10,13,,0,N/A,N/A
10H_I2,10,Herbicide,2,1,2021,10/27/2021,TT,ELM,N/A,5,1,1,T,1,0,0,2,2,10,12,15,,0,N/A,N/A
10H_I2,10,Herbicide,2,1,2022,10/12/2022,ELM,N/A,N/A,5,1,0,1,0,0,0,T,3,7,15,16,,1,N/A,Grazed
10H_I3,10,Herbicide,3,2,2020,11/14/2020,DB,MMR,20,5,2,0,1,T,1,0,0,1,4,9,16,,0,N/A,N/A
10H_I3,10,Herbicide,3,2,2021,10/27/2021,TT,N/A,N/A,3,3,2,1,1,1,0,0,1,2,8,10,,0,N/A,N/A
10H_I3,10,Herbicide,3,2,2022,10/12/2022,RS,N/A,N/A,4,2,2,2,2,0,0,0,4,5,9,14,,0,N/A,Grazed
10H_I4,10,Herbicide,4,2,2020,11/14/2020,DB,MMR,323,4,2,0,2,0,1,0,0,5,7,13,16,,0,N/A,N/A
10H_I4,10,Herbicide,4,2,2021,10/27/2021,TT,N/A,N/A,4,2,2,3,2,1,0,0,9,11,13,15,,0,N/A,N/A
10H_I4,10,Herbicide,4,2,2022,10/12/2022,RS,N/A,N/A,5,2,0,2,1,0,0,0,4,13,15,16,PVC marker bent,0,N/A,Grazed
10H_I5,10,Herbicide,5,3,2020,11/14/2020,DB,N/A,96,2,2,0,4,1,1,0,0,1,6,7,13,,0,N/A,N/A
10H_I5,10,Herbicide,5,3,2021,10/27/2021,TT,ELM,N/A,2,2,1,4,3,0,0,0,8,10,11,13,,0,N/A,N/A
10H_I5,10,Herbicide,5,3,2022,10/12/2022,ELM,N/A,N/A,4,2,1,2,1,1,0,0,8,10,14,15,,0,N/A,Grazed
10H_I6,10,Herbicide,6,3,2020,11/14/2020,DB,N/A,262,3,2,0,3,1,0,0,0,2,4,5,14,,0,N/A,N/A
10H_I6,10,Herbicide,6,3,2021,10/27/2021,TT,ELM,N/A,3,2,1,3,2,0,0,0,1,3,5,14,,0,N/A,N/A
10H_I6,10,Herbicide,6,3,2022,10/12/2022,ELM,N/A,N/A,3,2,0,3,1,0,0,0,3,4,10,15,,0,N/A,Grazed
11C_I1,11,Control,1,1,2020,10/17/2020,MMR,N/A,39,5,2,0,1,1,T,0,0,8,9,11,15,,0,N/A,N/A
